Gene_Symbol	idgTDL_old	idgTDL_new	druggability_tier	cancer_druggability	ab_bucket_num	ab_bucket_name	sm_bucket_num	sm_bucket_name	protac_bucket_num	protac_bucket_name	task_pharos_tclin_vs_others	task_pharos_tclin_tchem_vs_others	task_triage_tier1_vs_others	task_triage_tier12_vs_others	task_cancer_druggability	task_ab_bucket1_vs_others	task_ab_bucket123_vs_others	task_sm_bucket1_vs_others	task_sm_bucket123_vs_others	task_protac_bucket1234_vs_others	task_cancer_type_specific_target_prioritization	task_pan_cancer_target_prioritization	task_T1_targets_only	task_T1_T2_targets	task_T1_T2_T3_targets
MAP3K15	Tchem	TCHEM	Tier 1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K19	Tchem	TCHEM	Tier 1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K2	Tchem	TCHEM	Tier 1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K20	Tchem	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
MAP3K21	Tdark	TBIO	-1	0	9.0	9_Human Protein Atlas loc	4.0	4_Structure with Ligand	4.0	4_Literature	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MAP3K3	Tchem	TCHEM	Tier 1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K4	Tbio	TBIO	Tier 1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K5	Tchem	TCHEM	Tier 1	0		Not_Assigned	2.0	2_Advanced Clinical	5.0	5_UniProt Ubiquitination	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1
MAP3K6	Tchem	TBIO	Tier 2	0	9.0	9_Human Protein Atlas loc	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
MAP3K7	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1
MAP3K7CL	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K8	Tchem	TCHEM	Tier 2	1		Not_Assigned	2.0	2_Advanced Clinical	7.0	7_Half-life Data	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1
MAP3K9	Tchem	TCHEM	Tier 1	0		Not_Assigned	2.0	2_Advanced Clinical	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1
MAP4	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
MAP4K1	Tchem	TCHEM	Tier 1	0	9.0	9_Human Protein Atlas loc	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MAP4K2	Tchem	TCHEM	Tier 1	0	6.0	6_UniProt loc med conf	5.0	5_High-Quality Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MAP4K3	Tchem	TCHEM	Tier 1	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MAP4K4	Tchem	TCHEM	Tier 1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
MAP4K5	Tchem	TCHEM	Tier 1	0	5.0	5_GO CC high conf	5.0	5_High-Quality Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MAP6	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP6D1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7	Tbio	TBIO	-1	0	6.0	6_UniProt loc med conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7D1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7D2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP7D3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP9	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK1	Tchem	TCHEM	Tier 1	1	5.0	5_GO CC high conf	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1
MAPK10	Tchem	TCHEM	Tier 1	1	8.0	8_GO CC med conf	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1
MAPK11	Tchem	TCHEM	Tier 1	1		Not_Assigned	1.0	1_Approved Drug	4.0	4_Literature	0	1	1	1	1	0	0	1	1	1	0	0	1	1	1
MAPK12	Tchem	TCHEM	Tier 1	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1
MAPK13	Tchem	TCHEM	Tier 1	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MAPK14	Tchem	TCHEM	Tier 1	1	5.0	5_GO CC high conf	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1
MAPK15	Tchem	TCHEM	Tier 1	0		Not_Assigned	5.0	5_High-Quality Ligand	5.0	5_UniProt Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MAPK1IP1L	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK3	Tchem	TCHEM	Tier 1	0	8.0	8_GO CC med conf	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1
MAPK4	Tbio	TBIO	Tier 3B	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6	Tbio	TCHEM	Tier 2	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
MAPK7	Tchem	TCHEM	Tier 2	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
MAPK8	Tchem	TCHEM	Tier 1	1		Not_Assigned	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1
MAPK8IP1	Tbio	TBIO	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK8IP3	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK9	Tchem	TCHEM	Tier 1	1	5.0	5_GO CC high conf	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1
MAPKAP1	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPKAPK2	Tchem	TCHEM	Tier 2	0		Not_Assigned	3.0	3_Phase 1 Clinical	4.0	4_Literature	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1
MAPKAPK3	Tchem	TCHEM	Tier 2	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
MAPKAPK5	Tchem	TCHEM	Tier 2	0		Not_Assigned	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
MAPKAPK5-AS1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPKBP1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPRE1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPRE2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPRE3	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPT	Tchem	TCLIN	Tier 1	0	2.0	2_Advanced Clinical	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1
MARCKS	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCKSL1	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCO	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARF1	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARK1	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
MARK2	Tchem	TCHEM	Tier 1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0
MARK3	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MARK4	Tchem	TCHEM	Tier 1	0		Not_Assigned	4.0	4_Structure with Ligand	4.0	4_Literature	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
MARS2	Tbio	TCHEM	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD1	Tbio	TBIO	-1	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD2	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD3	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1	Tchem	TCHEM	Tier 3B	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family	8.0	8_Small Molecule Binder	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAS1L	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MASP1	Tbio	TCHEM	Tier 3B	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	8.0	8_Small Molecule Binder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MASP2	Tbio	TCHEM	Tier 3A	0	2.0	2_Advanced Clinical	7.0	7_Med-Quality Pocket	8.0	8_Small Molecule Binder	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
MAST1	Tchem	TCHEM	Tier 1	0	6.0	6_UniProt loc med conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MAST2	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAST3	Tchem	TBIO	Tier 3A	0		Not_Assigned	5.0	5_High-Quality Ligand	4.0	4_Literature	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MAST4	Tbio	TBIO	Tier 3B	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MASTL	Tbio	TBIO	Tier 3B	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAT1A	Tbio	TBIO	Tier 1	0		Not_Assigned	6.0	6_High-Quality Pocket	6.0	6_Database Ubiquitination	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MAT2A	Tbio	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAT2B	Tbio	TBIO	-1	0	9.0	9_Human Protein Atlas loc	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATK	Tbio	TBIO	Tier 1	0	8.0	8_GO CC med conf	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MATN1	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN2	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN3	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATN4	Tbio	TDARK	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MATR3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAU2	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAVS	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAX	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAZ	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MB	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	8.0	8_Small Molecule Binder	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
MB21D2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD2	Tchem	TCHEM	-1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L2B	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L3	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L4	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L5	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD4	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD5	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD6	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBIP	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBL2	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBLAC2	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNL1	Tbio	TBIO	Tier 1	0		Not_Assigned	8.0	8_Druggable Family	6.0	6_Database Ubiquitination	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
MBNL2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNL3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBOAT1	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBOAT2	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBOAT4	Tbio	TCHEM	-1	0	7.0	7_UniProt SigP or TMHMM	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBOAT7	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBP	Tbio	TBIO	-1	0	6.0	6_UniProt loc med conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBTD1	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBTPS1	Tchem	TCHEM	Tier 2	0	7.0	7_UniProt SigP or TMHMM	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
MBTPS2	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC1R	Tclin	TCLIN	Tier 1	0	4.0	4_UniProt loc high conf	2.0	2_Advanced Clinical	6.0	6_Database Ubiquitination	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0
MC2R	Tclin	TCLIN	Tier 1	0	5.0	5_GO CC high conf	8.0	8_Druggable Family		Not_Assigned	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MC3R	Tchem	TCHEM	Tier 1	0	5.0	5_GO CC high conf	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MC4R	Tchem	TCLIN	Tier 1	0	4.0	4_UniProt loc high conf	2.0	2_Advanced Clinical	8.0	8_Small Molecule Binder	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
MC5R	Tchem	TCHEM	Tier 1	0	5.0	5_GO CC high conf	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
MCAM	Tbio	TBIO	Tier 1	0	3.0	3_Phase 1 Clinical		Not_Assigned	6.0	6_Database Ubiquitination	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1
MCAT	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCC	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCCC1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCCC2	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCCD1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCEE	Tbio	TBIO	-1	0		Not_Assigned	6.0	6_High-Quality Pocket	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCEMP1	Tdark	TDARK	-1	0	5.0	5_GO CC high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCF2	Tbio	TBIO	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCF2L	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCF2L2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCFD2	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCHR1	Tchem	TCHEM	Tier 2	0	4.0	4_UniProt loc high conf	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
MCHR2	Tchem	TCHEM	Tier 2	0	5.0	5_GO CC high conf	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
MCIDAS	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCL1	Tchem	TCHEM	Tier 2	1	7.0	7_UniProt SigP or TMHMM	2.0	2_Advanced Clinical	4.0	4_Literature	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0
MCM10	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM2	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM3	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM3AP	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM4	Tbio	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM5	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM6	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM7	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM8	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM9	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCMBP	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCMDC2	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOLN1	Tchem	TCHEM	Tier 3B	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOLN2	Tbio	TCHEM	Tier 3B	0	4.0	4_UniProt loc high conf	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
